drug_index,canonical_smiles,mcf7_sig_id,mcf7_pert_dose,mcf7_max_dose_averaged_sig_id,view_tx_mcf7,npc_sig_id,npc_pert_dose,npc_max_dose_averaged_sig_id,view_tx_npc,hela_sig_id,hela_pert_dose,hela_max_dose_averaged_sig_id,view_tx_hela,hec108_sig_id,hec108_pert_dose,hec108_max_dose_averaged_sig_id,view_tx_hec108,thp1_sig_id,thp1_pert_dose,thp1_max_dose_averaged_sig_id,view_tx_thp1,ha1e_sig_id,ha1e_pert_dose,ha1e_max_dose_averaged_sig_id,view_tx_ha1e,ht29_sig_id,ht29_pert_dose,ht29_max_dose_averaged_sig_id,view_tx_ht29,hepg2_sig_id,hepg2_pert_dose,hepg2_max_dose_averaged_sig_id,view_tx_hepg2,a549_sig_id,a549_pert_dose,a549_max_dose_averaged_sig_id,view_tx_a549,hcc515_sig_id,hcc515_pert_dose,hcc515_max_dose_averaged_sig_id,view_tx_hcc515,yapc_sig_id,yapc_pert_dose,yapc_max_dose_averaged_sig_id,view_tx_yapc,pc3_sig_id,pc3_pert_dose,pc3_max_dose_averaged_sig_id,view_tx_pc3,vcap_sig_id,vcap_pert_dose,vcap_max_dose_averaged_sig_id,view_tx_vcap,a375_sig_id,a375_pert_dose,a375_max_dose_averaged_sig_id,view_tx_a375,asc_sig_id,asc_pert_dose,asc_max_dose_averaged_sig_id,view_tx_asc,huvec_sig_id,huvec_pert_dose,huvec_max_dose_averaged_sig_id,view_tx_huvec,pert_id,cmap_name,inchi_key,cv_dose,cv_moa,cv_sig_id,cv_target,disease.area,indication,phase,view_cv,node_id,node_name,primekg_ddi,view_kg,tx_target,tx_moa,drugbank_ddi,twosides_ddi,onsides_ddi
18140,OC[C@H]1[C@@H](c2ccc(-c3cccnc3)cc2)[C@@H]2CN(Cc3ccccn3)CCCCN12,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['ERG015_PC3_24H:H04'],10.0086,OC[C@H]1[C@@H](c2ccc(-c3cccnc3)cc2)[C@@H]2CN(Cc3ccccn3)CCCCN12_PC3_10.0086,1,['ERG015_VCAP_24H:BRD-K67575276-001-01-1:10.0086'],10.0086,OC[C@H]1[C@@H](c2ccc(-c3cccnc3)cc2)[C@@H]2CN(Cc3ccccn3)CCCCN12_VCAP_10.0086,1,,,,0,,,,0,,,,0,{'BRD-K67575276'},{'BRD-K67575276'},{'ZLAMFFFFACPEQP-GSDHBNRESA-N'},,,,,,,,0,,,0,0,,,0,0,0
18141,OC[C@H]1[C@H](c2ccc(-c3cccnc3)cc2)[C@@H]2CN(Cc3ccccn3)CCCCN12,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['ERG015_PC3_24H:A16'],10.1307,OC[C@H]1[C@H](c2ccc(-c3cccnc3)cc2)[C@@H]2CN(Cc3ccccn3)CCCCN12_PC3_10.1307,1,['ERG015_VCAP_24H:BRD-K00645031-001-01-8:10.1307'],10.1307,OC[C@H]1[C@H](c2ccc(-c3cccnc3)cc2)[C@@H]2CN(Cc3ccccn3)CCCCN12_VCAP_10.1307,1,,,,0,,,,0,,,,0,{'BRD-K00645031'},{'BRD-K00645031'},{'ZLAMFFFFACPEQP-KKUQBAQOSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18142,S=C(NCC1CCCO1)Nc1cnn(Cc2ccc(Cl)cc2)c1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC012_PC3_24H:BRD-A10330754-001-01-2:10'],10.0,S=C(NCC1CCCO1)Nc1cnn(Cc2ccc(Cl)cc2)c1_PC3_10.0,1,['CPC012_VCAP_24H:BRD-A10330754-001-01-2:10'],10.0,S=C(NCC1CCCO1)Nc1cnn(Cc2ccc(Cl)cc2)c1_VCAP_10.0,1,,,,0,['CPC012_ASC_24H:BRD-A10330754-001-01-2:10'],10.0,S=C(NCC1CCCO1)Nc1cnn(Cc2ccc(Cl)cc2)c1_ASC_10.0,1,,,,0,{'BRD-A10330754'},{'BRD-A10330754'},{'ZAUGEDQIMRFBDL-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18143,S=P(c1ccccc1)(c1ccccc1)c1cn(Cc2ccccc2)c2cccc[n+]12,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC009_PC3_24H:BRD-K11757396-004-01-1:10'],10.0,S=P(c1ccccc1)(c1ccccc1)c1cn(Cc2ccccc2)c2cccc[n+]12_PC3_10.0,1,,,,0,,,,0,,,,0,,,,0,{'BRD-K11757396'},{'BRD-K11757396'},{'YZFQKYMQJJRWSD-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,{'NPSR1'},{'Neuropeptide receptor ligand'},0,0,0
18144,S=P(c1ccccc1)(c1ccccc1)c1cnc2ccccn12,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC009_PC3_24H:BRD-K85147876-003-01-7:10'],10.0,S=P(c1ccccc1)(c1ccccc1)c1cnc2ccccn12_PC3_10.0,1,['CPC009_VCAP_24H:BRD-K85147876-003-01-7:10'],10.0,S=P(c1ccccc1)(c1ccccc1)c1cnc2ccccn12_VCAP_10.0,1,,,,0,,,,0,,,,0,{'BRD-K85147876'},{'BRD-K85147876'},{'FPHKOMPAHWNIOS-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18145,c1cc(-c2ccc([C@H]3[C@H]4CNC[C@@H]3N4CC3CCCCC3)cc2)ccn1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['ERG012_PC3_24H:BRD-K75907833-001-01-2:10.3777'],10.3777,c1cc(-c2ccc([C@H]3[C@H]4CNC[C@@H]3N4CC3CCCCC3)cc2)ccn1_PC3_10.3777,1,['ERG012_VCAP_24H:O24'],10.3777,c1cc(-c2ccc([C@H]3[C@H]4CNC[C@@H]3N4CC3CCCCC3)cc2)ccn1_VCAP_10.3777,1,,,,0,,,,0,,,,0,{'BRD-K75907833'},{'BRD-K75907833'},{'JAONVPPHLACSCW-JKHIJQBDSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18146,c1ccc(-c2cccc(CNc3nc(-c4ccccn4)nnc3-c3ccccc3)c2)cc1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC008_PC3_24H:BRD-K76907295-001-03-8:10'],10.0,c1ccc(-c2cccc(CNc3nc(-c4ccccn4)nnc3-c3ccccc3)c2)cc1_PC3_10.0,1,,,,0,,,,0,,,,0,,,,0,{'BRD-K76907295'},{'VU-0418947-2'},{'MWRDNBONCUGSBY-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18147,c1nc(NCC2CCCO2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC008_PC3_24H:BRD-A96746500-019-01-5:10'],10.0,c1nc(NCC2CCCO2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1_PC3_10.0,1,,,,0,['CPC008_A375_24H:BRD-A96746500-019-01-5:10'],10.0,c1nc(NCC2CCCO2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1_A375_10.0,1,,,,0,,,,0,{'BRD-A96746500'},{'BRD-A96746500'},{'FMWMKOOUBGJSJD-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18148,c1nc(NC[C@@H]2CCCO2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC008_PC3_24H:BRD-K02437976-019-01-7:10'],10.0,c1nc(NC[C@@H]2CCCO2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1_PC3_10.0,1,['CPC008_VCAP_24H:BRD-K02437976-019-01-7:10'],10.0,c1nc(NC[C@@H]2CCCO2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1_VCAP_10.0,1,['CPC008_A375_24H:BRD-K02437976-019-01-7:10'],10.0,c1nc(NC[C@@H]2CCCO2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1_A375_10.0,1,,,,0,,,,0,{'BRD-K02437976'},{'BRD-K02437976'},{'FMWMKOOUBGJSJD-HNNXBMFYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18149,c1nc(NCc2ccc3c(c2)OCO3)c2cc(-c3ccoc3)ccc2n1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC008_PC3_24H:BRD-K30443205-001-05-3:10'],10.0,c1nc(NCc2ccc3c(c2)OCO3)c2cc(-c3ccoc3)ccc2n1_PC3_10.0,1,['CPC008_VCAP_24H:BRD-K30443205-001-05-3:10'],10.0,c1nc(NCc2ccc3c(c2)OCO3)c2cc(-c3ccoc3)ccc2n1_VCAP_10.0,1,,,,0,,,,0,,,,0,{'BRD-K30443205'},{'BRD-K30443205'},{'NSNDFDGDMWBHFR-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18150,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)C(=O)Cc1cccnc1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS004_VCAP_24H:BRD-K31439714-001-01-3:5.04'],5.04,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)C(=O)Cc1cccnc1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O_VCAP_5.04,1,,,,0,,,,0,,,,0,{'BRD-K31439714'},{'BRD-K31439714'},{'JSQMQZOUAVKGAV-LTKLHKGWSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18151,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)C(=O)Cc1cccnc1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS004_VCAP_24H:BRD-K06884108-001-01-5:5'],5.0,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)C(=O)Cc1cccnc1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O_VCAP_5.0,1,,,,0,,,,0,,,,0,{'BRD-K06884108'},{'BRD-K06884108'},{'JSQMQZOUAVKGAV-LKIAOXKDSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18152,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)C(=O)Cc1cccnc1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS004_VCAP_24H:BRD-K58404149-001-01-0:5'],5.0,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)C(=O)Cc1cccnc1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O_VCAP_5.0,1,,,,0,,,,0,,,,0,{'BRD-K58404149'},{'BRD-K58404149'},{'JSQMQZOUAVKGAV-NEGLHNAESA-N'},,,,,,,,0,,,0,0,,,0,0,0
18153,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)C(=O)Nc1cccc(F)c1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS005_VCAP_24H:BRD-K14518066-001-01-9:5.04'],5.04,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)C(=O)Nc1cccc(F)c1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O_VCAP_5.04,1,,,,0,,,,0,,,,0,{'BRD-K14518066'},{'BRD-K14518066'},{'PICQTSXUFYQQHP-IYHQUHIRSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18154,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)C(=O)Nc1cccc(F)c1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS005_VCAP_24H:BRD-K43419088-001-01-9:5.02'],5.02,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)C(=O)Nc1cccc(F)c1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O_VCAP_5.02,1,,,,0,,,,0,,,,0,{'BRD-K43419088'},{'BRD-K43419088'},{'PICQTSXUFYQQHP-UHFRQCOTSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18155,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)C(=O)Nc1cccc(F)c1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS005_VCAP_24H:BRD-K47277477-001-01-6:5'],5.0,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)C(=O)Nc1cccc(F)c1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O_VCAP_5.0,1,,,,0,,,,0,,,,0,{'BRD-K47277477'},{'BRD-K47277477'},{'PICQTSXUFYQQHP-XMFWOJDZSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18156,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)S(=O)(=O)c1ccccc1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['ERG015_VCAP_24H:BRD-K44161636-001-01-3:10.0689'],10.0689,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)S(=O)(=O)c1ccccc1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O_VCAP_10.0689,1,,,,0,,,,0,,,,0,{'BRD-K44161636'},{'BRD-K44161636'},{'NAGPJJKSGURZNT-PKZJSCAISA-N'},,,,,,,,0,,,0,0,,,0,0,0
18157,C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)Cc1cccnc1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS004_VCAP_24H:BRD-K46450665-001-01-2:5.02'],5.02,C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)Cc1cccnc1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O_VCAP_5.02,1,,,,0,,,,0,,,,0,{'BRD-K46450665'},{'BRD-K46450665'},{'JSQMQZOUAVKGAV-VRWPWIMQSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18158,C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)Cc1cccnc1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS004_VCAP_24H:BRD-K29060081-001-01-6:5.03'],5.03,C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)Cc1cccnc1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O_VCAP_5.03,1,,,,0,,,,0,,,,0,{'BRD-K29060081'},{'BRD-K29060081'},{'JSQMQZOUAVKGAV-AZLMFYNDSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18159,C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)Cc1cccnc1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS004_VCAP_24H:BRD-K42509645-001-01-4:4.98'],4.98,C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)Cc1cccnc1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O_VCAP_4.98,1,,,,0,,,,0,,,,0,{'BRD-K42509645'},{'BRD-K42509645'},{'JSQMQZOUAVKGAV-ICVBJYIRSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18160,C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)Cc1cccnc1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS004_VCAP_24H:BRD-K97615779-001-01-1:5.05'],5.05,C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)Cc1cccnc1)[C@H](C)CN([C@H](C)CO)S2(=O)=O_VCAP_5.05,1,,,,0,,,,0,,,,0,{'BRD-K97615779'},{'BRD-K97615779'},{'JSQMQZOUAVKGAV-UZWFEHOCSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18161,C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)Nc1cccc(F)c1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS005_VCAP_24H:BRD-K01060955-001-01-1:4.99'],4.99,C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)Nc1cccc(F)c1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O_VCAP_4.99,1,,,,0,,,,0,,,,0,{'BRD-K01060955'},{'BRD-K01060955'},{'PICQTSXUFYQQHP-QSCGOKKNSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18162,C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)Nc1cccc(F)c1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS005_VCAP_24H:BRD-K78556523-001-01-9:5.05'],5.05,C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)Nc1cccc(F)c1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O_VCAP_5.05,1,,,,0,,,,0,,,,0,{'BRD-K78556523'},{'BRD-K78556523'},{'PICQTSXUFYQQHP-DVUHTVQOSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18163,C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)Nc1cccc(F)c1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS005_VCAP_24H:BRD-K05625127-001-01-0:4.99'],4.99,C/C=C/c1ccc2c(c1)O[C@H](CN(C)C(=O)Nc1cccc(F)c1)[C@H](C)CN([C@H](C)CO)S2(=O)=O_VCAP_4.99,1,,,,0,,,,0,,,,0,{'BRD-K05625127'},{'BRD-K05625127'},{'PICQTSXUFYQQHP-YMBATADGSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18164,C/C=C/c1ccc2c(c1)O[C@H](CN(C)S(=O)(=O)c1ccc(F)cc1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS003_VCAP_24H:BRD-K63948704-001-01-6:5.02'],5.02,C/C=C/c1ccc2c(c1)O[C@H](CN(C)S(=O)(=O)c1ccc(F)cc1)[C@H](C)CN([C@H](C)CO)S2(=O)=O_VCAP_5.02,1,,,,0,,,,0,,,,0,{'BRD-K63948704'},{'BRD-K63948704'},{'PTEFBLKOTMQJFG-CVNGOIGYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18165,C/C=C/c1ccc2c(c1)O[C@H](CNC)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['ERG015_VCAP_24H:BRD-K02654447-001-01-6:10.1782'],10.1782,C/C=C/c1ccc2c(c1)O[C@H](CNC)[C@@H](C)CN([C@H](C)CO)S2(=O)=O_VCAP_10.1782,1,,,,0,,,,0,,,,0,{'BRD-K02654447'},{'BRD-K02654447'},{'NUVSEORICCJOQH-HNMAODMESA-N'},,,,,,,,0,,,0,0,,,0,0,0
18166,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)C(=O)C1CCOCC1)O2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS005_VCAP_24H:BRD-K76893224-001-01-0:5.04'],5.04,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)C(=O)C1CCOCC1)O2_VCAP_5.04,1,,,,0,,,,0,,,,0,{'BRD-K76893224'},{'BRD-K76893224'},{'WESXQGCLCDUYEJ-FXIGTNJYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18167,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)C(=O)Nc1ccc(F)cc1)O2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS004_VCAP_24H:BRD-K54560380-001-01-1:5.02'],5.02,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)C(=O)Nc1ccc(F)cc1)O2_VCAP_5.02,1,,,,0,,,,0,,,,0,{'BRD-K54560380'},{'BRD-K54560380'},{'DRXNQUOVPOKVMH-KCIITSRNSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18168,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)Cc1cccc(C(=O)O)c1)O2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS003_VCAP_24H:BRD-K79145797-001-01-9:5.11'],5.11,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)Cc1cccc(C(=O)O)c1)O2_VCAP_5.11,1,,,,0,,,,0,,,,0,{'BRD-K79145797'},{'BRD-K79145797'},{'FNIHZEFWPVWWQI-ZPXOVLSXSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18169,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@H](CN(C)C(=O)C1CCOCC1)O2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS005_VCAP_24H:BRD-K91684468-001-01-9:5.04'],5.04,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@H](CN(C)C(=O)C1CCOCC1)O2_VCAP_5.04,1,,,,0,,,,0,,,,0,{'BRD-K91684468'},{'BRD-K91684468'},{'WESXQGCLCDUYEJ-RXTVBCQOSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18170,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@H](CN(C)C(=O)Nc1ccc(F)cc1)O2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS004_VCAP_24H:BRD-K28394201-001-01-5:5'],5.0,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@H](CN(C)C(=O)Nc1ccc(F)cc1)O2_VCAP_5.0,1,,,,0,,,,0,,,,0,{'BRD-K28394201'},{'BRD-K28394201'},{'DRXNQUOVPOKVMH-XMYDELFSSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18171,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@H](C)[C@@H](CN(C)C(=O)Nc1ccc(F)cc1)O2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS004_VCAP_24H:BRD-K33593585-001-01-1:5.01'],5.01,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@H](C)[C@@H](CN(C)C(=O)Nc1ccc(F)cc1)O2_VCAP_5.01,1,,,,0,,,,0,,,,0,{'BRD-K33593585'},{'BRD-K33593585'},{'DRXNQUOVPOKVMH-ZMVFXSKFSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18172,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@H](C)[C@H](CN(C)C(=O)C1CCOCC1)O2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS005_VCAP_24H:BRD-K57218871-001-01-9:5.02'],5.02,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@H](C)[C@H](CN(C)C(=O)C1CCOCC1)O2_VCAP_5.02,1,,,,0,,,,0,,,,0,{'BRD-K57218871'},{'BRD-K57218871'},{'WESXQGCLCDUYEJ-WMGGKRPOSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18173,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@H](C)[C@H](CN(C)C(=O)Nc1ccc(F)cc1)O2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS004_VCAP_24H:BRD-K43436404-001-01-0:5.02'],5.02,C/C=C/c1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@H](C)[C@H](CN(C)C(=O)Nc1ccc(F)cc1)O2_VCAP_5.02,1,,,,0,,,,0,,,,0,{'BRD-K43436404'},{'BRD-K43436404'},{'DRXNQUOVPOKVMH-AZYGBYLRSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18174,C/C=C/c1cnc2c(c1)C(=O)N([C@H](C)CO)C[C@@H](C)[C@@H](CN(C)C(=O)Nc1ccc(F)cc1)O2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS004_VCAP_24H:BRD-K93165404-001-01-4:5.03'],5.03,C/C=C/c1cnc2c(c1)C(=O)N([C@H](C)CO)C[C@@H](C)[C@@H](CN(C)C(=O)Nc1ccc(F)cc1)O2_VCAP_5.03,1,,,,0,,,,0,,,,0,{'BRD-K93165404'},{'BRD-K93165404'},{'DRXNQUOVPOKVMH-SIGWBNOHSA-N'},,,,,,,,0,,,0,0,,,0,0,0
18175,C/C=C/c1cnc2c(c1)C(=O)N([C@H](C)CO)C[C@@H](C)[C@H](CN(C)C(=O)C1CCOCC1)O2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['DOS005_VCAP_24H:BRD-K30174465-001-01-8:5.02'],5.02,C/C=C/c1cnc2c(c1)C(=O)N([C@H](C)CO)C[C@@H](C)[C@H](CN(C)C(=O)C1CCOCC1)O2_VCAP_5.02,1,,,,0,,,,0,,,,0,{'BRD-K30174465'},{'BRD-K30174465'},{'WESXQGCLCDUYEJ-QNFPXEQRSA-N'},,,,,,,,0,,,0,0,,,0,0,0
