drug_index,canonical_smiles,mcf7_sig_id,mcf7_pert_dose,mcf7_max_dose_averaged_sig_id,view_tx_mcf7,npc_sig_id,npc_pert_dose,npc_max_dose_averaged_sig_id,view_tx_npc,hela_sig_id,hela_pert_dose,hela_max_dose_averaged_sig_id,view_tx_hela,hec108_sig_id,hec108_pert_dose,hec108_max_dose_averaged_sig_id,view_tx_hec108,thp1_sig_id,thp1_pert_dose,thp1_max_dose_averaged_sig_id,view_tx_thp1,ha1e_sig_id,ha1e_pert_dose,ha1e_max_dose_averaged_sig_id,view_tx_ha1e,ht29_sig_id,ht29_pert_dose,ht29_max_dose_averaged_sig_id,view_tx_ht29,hepg2_sig_id,hepg2_pert_dose,hepg2_max_dose_averaged_sig_id,view_tx_hepg2,a549_sig_id,a549_pert_dose,a549_max_dose_averaged_sig_id,view_tx_a549,hcc515_sig_id,hcc515_pert_dose,hcc515_max_dose_averaged_sig_id,view_tx_hcc515,yapc_sig_id,yapc_pert_dose,yapc_max_dose_averaged_sig_id,view_tx_yapc,pc3_sig_id,pc3_pert_dose,pc3_max_dose_averaged_sig_id,view_tx_pc3,vcap_sig_id,vcap_pert_dose,vcap_max_dose_averaged_sig_id,view_tx_vcap,a375_sig_id,a375_pert_dose,a375_max_dose_averaged_sig_id,view_tx_a375,asc_sig_id,asc_pert_dose,asc_max_dose_averaged_sig_id,view_tx_asc,huvec_sig_id,huvec_pert_dose,huvec_max_dose_averaged_sig_id,view_tx_huvec,pert_id,cmap_name,inchi_key,cv_dose,cv_moa,cv_sig_id,cv_target,disease.area,indication,phase,view_cv,node_id,node_name,primekg_ddi,view_kg,tx_target,tx_moa,drugbank_ddi,twosides_ddi,onsides_ddi
406,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,0,DB00596,Ulobetasol,1,1,,,1,1,0
407,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,"['CPC015_MCF7_24H:BRD-A07440155-003-16-3:10', 'CPC020_MCF7_24H:BRD-A07440155-003-22-1:10', 'CPD001_MCF7_24H:BRD-A07440155-003-20-5:10']",10.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1_MCF7_10.0,1,['CPC015_NPC_24H:BRD-A07440155-003-16-3:10'],10.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1_NPC_10.0,1,['REP.A011_HELA_24H:N14'],3.33333,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1_HELA_3.33333,1,,,,0,['REP.A011_THP1_24H:N13'],10.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1_THP1_10.0,1,['CPC004_HA1E_24H:BRD-A07440155-003-16-3:10'],10.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1_HA1E_10.0,1,['REP.A011_HT29_24H:N13'],10.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1_HT29_10.0,1,,,,0,"['CPC015_A549_24H:BRD-A07440155-003-16-3:10', 'LUNG001_A549_24H:BRD-A07440155:10']",10.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1_A549_10.0,1,['CPC004_HCC515_24H:BRD-A07440155-003-16-3:10'],10.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1_HCC515_10.0,1,['REP.A011_YAPC_24H:N15'],1.11111,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1_YAPC_1.11111,1,"['CPC004_PC3_24H:BRD-A07440155-003-16-3:10', 'CPC020_PC3_24H:BRD-A07440155-003-22-1:10', 'CPD001_PC3_24H:BRD-A07440155-003-20-5:10']",10.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1_PC3_10.0,1,['CPC020_VCAP_24H:BRD-A07440155-003-22-1:10'],10.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1_VCAP_10.0,1,['REP.B011_A375_24H:N13'],2.30769,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1_A375_2.30769,1,,,,0,,,,0,"{'BRD-K04389336', 'BRD-A07440155'}",{'labetalol'},"{'SGUAFYQXFOLMHL-ACJLOTCBSA-N', 'SGUAFYQXFOLMHL-UHFFFAOYSA-N'}",2.5,adrenergic receptor antagonist,BRD-A07440155-003-25-4::2.5::HTS,"ADRA1A, ADRA1B, ADRA1D, ADRB1, ADRB2",cardiology,hypertension,Launched,1,DB00598,Labetalol,1,1,"{'ADRA1D', 'ADRB2', 'ADRA1A', 'ADRB1'}",{'Adrenergic receptor antagonist'},1,1,0
408,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,0,DB00599,Thiopental,1,1,,,1,1,0
409,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,"['CPC011_MCF7_24H:BRD-K66876909-001-07-6:10', 'CPC013_MCF7_24H:BRD-K66876909-001-04-3:10', 'CPD002_MCF7_24H:BRD-K66876909-001-06-8:10', 'REP.A018_MCF7_24H:M19']",10.0,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1_MCF7_10.0,1,,,,0,['REP.B018_HELA_24H:M19'],2.30769,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1_HELA_2.30769,1,,,,0,['REP.B018_THP1_24H:M19'],2.30769,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1_THP1_2.30769,1,['REP.A018_HA1E_24H:M19'],10.0,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1_HA1E_10.0,1,['REP.B018_HT29_24H:M19'],2.30769,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1_HT29_2.30769,1,,,,0,"['CPC011_A549_24H:BRD-K66876909-001-07-6:10', 'LUNG001_A549_24H:BRD-K66876909:10']",10.0,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1_A549_10.0,1,,,,0,['REP.B018_YAPC_24H:M20'],0.769231,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1_YAPC_0.769231,1,"['CPC011_PC3_24H:BRD-K66876909-001-07-6:10', 'CPC013_PC3_24H:BRD-K66876909-001-04-3:10', 'CPD002_PC3_24H:BRD-K66876909-001-06-8:10', 'MOAR001_PC3_24H:C16']",10.0,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1_PC3_10.0,1,"['CPC011_VCAP_24H:BRD-K66876909-001-07-6:10', 'CPC013_VCAP_24H:BRD-K66876909-001-04-3:10']",10.0,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1_VCAP_10.0,1,['MOAR001_A375_24H:C16'],10.0,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1_A375_10.0,1,,,,0,,,,0,{'BRD-K66876909'},{'linezolid'},{'TYZROVQLWOKYKF-ZDUSSCGKSA-N'},2.5,bacterial 50S ribosomal subunit inhibitor,BRD-K66876909-001-12-6::2.5::HTS,"MAOA, MAOB",infectious disease,"pneumonia, skin infections",Launched,1,DB00601,Linezolid,1,1,"{'MAOB', 'MAOA'}",{'Bacterial 50S ribosomal subunit inhibitor'},1,1,0
410,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,['CPC015_MCF7_24H:BRD-A48570745-001-01-1:10'],10.0,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2_MCF7_10.0,1,,,,0,['REP.B019_HELA_24H:J19'],2.30769,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2_HELA_2.30769,1,['MOAR009_HEC108_24H:L23'],3.33333,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2_HEC108_3.33333,1,['REP.A019_THP1_24H:J19'],10.0,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2_THP1_10.0,1,"['CPC003_HA1E_24H:BRD-A48570745-001-01-1:10', 'REP.A019_HA1E_24H:J19']",10.0,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2_HA1E_10.0,1,['REP.B019_HT29_24H:J19'],2.30769,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2_HT29_2.30769,1,,,,0,['CPC015_A549_24H:BRD-A48570745-001-01-1:10'],10.0,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2_A549_10.0,1,['CPC003_HCC515_24H:BRD-A48570745-001-01-1:10'],10.0,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2_HCC515_10.0,1,['REP.B019_YAPC_24H:J19'],2.30769,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2_YAPC_2.30769,1,"['CPC003_PC3_24H:BRD-A48570745-001-01-1:10', 'REP.A019_PC3_24H:J19']",10.0,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2_PC3_10.0,1,['CPC003_VCAP_24H:BRD-A48570745-001-01-1:10'],10.0,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2_VCAP_10.0,1,['REP.B019_A375_24H:J19'],2.30769,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2_A375_2.30769,1,,,,0,,,,0,"{'BRD-A48570745', 'BRD-K85554912'}",{'ivermectin'},{'AZSNMRSAGSSBNP-ONDMGMIHSA-N'},2.5,benzodiazepine receptor agonist,BRD-K85554912-001-06-3::2.5::HTS,"CHRNA7, GABRB3, GLRA3, P2RX7",infectious disease,"gastrointestinal roundworms, lungworms, cattle grubs, mites, lice, horn flies",Launched,1,DB00602,Ivermectin,1,1,,,1,1,0
411,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,['CPC018_MCF7_24H:BRD-K06895174-001-01-0:10'],10.0,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC_MCF7_10.0,1,,,,0,['REP.A010_HELA_24H:F02'],3.33333,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC_HELA_3.33333,1,,,,0,['REP.A010_THP1_24H:F01'],10.0,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC_THP1_10.0,1,['CPC004_HA1E_24H:BRD-K06895174-001-01-0:10'],10.0,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC_HA1E_10.0,1,['CPC005_HT29_24H:BRD-K59163477-001-02-1:10'],10.0,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC_HT29_10.0,1,,,,0,['CPC011_A549_24H:BRD-K06895174-002-02-6:10'],10.0,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC_A549_10.0,1,['CPC004_HCC515_24H:BRD-K06895174-001-01-0:10'],10.0,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC_HCC515_10.0,1,['REP.B010_YAPC_24H:F01'],2.30769,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC_YAPC_2.30769,1,"['CPC004_PC3_24H:BRD-K06895174-001-01-0:10', 'CPC011_PC3_24H:BRD-K06895174-002-02-6:10']",10.0,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC_PC3_10.0,1,"['CPC004_VCAP_24H:O15', 'CPC011_VCAP_24H:BRD-K06895174-002-02-6:10']",10.0,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC_VCAP_10.0,1,['CPC005_A375_24H:BRD-K59163477-001-02-1:10'],10.0,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC_A375_10.0,1,['CPC018_ASC_24H:BRD-K06895174-001-01-0:10'],10.0,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC_ASC_10.0,1,,,,0,"{'BRD-A12896037', 'BRD-K06895174', 'BRD-K59163477'}",{'cisapride'},"{'DCSUBABJRXZOMT-IRLDBZIGSA-N', 'DCSUBABJRXZOMT-UHFFFAOYSA-N', 'DCSUBABJRXZOMT-RBBKRZOGSA-N'}",,,,,,,,0,DB00604,Cisapride,1,1,"{'KCNH2', 'HTR4'}",{'Serotonin receptor agonist'},1,1,0
412,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,['CPC020_MCF7_24H:BRD-A13946108-001-12-2:10'],10.0,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1_MCF7_10.0,1,"['NMH002_FIBRNPC_24H:BRD-A13946108-001-13-0:10', 'NMH002_NPC_24H:BRD-A13946108-001-13-0:10']",10.0,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1_NPC_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,"['CPC020_PC3_24H:BRD-A13946108-001-12-2:10', 'CPD001_PC3_24H:BRD-A03427350-001-02-1:10']",10.0,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1_PC3_10.0,1,['CPC020_VCAP_24H:BRD-A13946108-001-12-2:10'],10.0,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1_VCAP_10.0,1,['BRAF001_A375_24H:BRD-A03427350-001-02-1:10'],10.0,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1_A375_10.0,1,,,,0,,,,0,"{'BRD-A03427350', 'BRD-A13946108'}",{'sulindac'},"{'MLKXDPUZXIRXEP-MFOYZWKCSA-N', 'MLKXDPUZXIRXEP-UHFFFAOYSA-N'}",2.5,cyclooxygenase inhibitor,BRD-A13946108-001-17-1::2.5::HTS,"AKR1B1, MAPK3, PPARD, PTGDR2, PTGS1, PTGS2",rheumatology,"osteoarthritis, rheumatoid arthritis, ankylosing spondylitis",Launched,1,DB00605,Sulindac,1,1,"{'PTGS2', 'PTGS1', 'AKR1B1'}",{'Cyclooxygenase inhibitor'},1,1,0
413,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,['CPC016_MCF7_24H:BRD-K18574842-323-03-3:10'],10.0,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,['CPC003_HA1E_24H:BRD-K18574842-323-03-3:10'],10.0,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O_HA1E_10.0,1,,,,0,,,,0,,,,0,['CPC003_HCC515_24H:BRD-K18574842-323-03-3:10'],10.0,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O_HCC515_10.0,1,,,,0,['CPC003_PC3_24H:BRD-K18574842-323-03-3:10'],10.0,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O_PC3_10.0,1,"['CPC003_VCAP_24H:BRD-K18574842-323-03-3:10', 'CPC020_VCAP_24H:BRD-K18574842-236-14-4:10']",10.0,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O_VCAP_10.0,1,,,,0,,,,0,,,,0,{'BRD-K18574842'},{'nafcillin'},{'GPXLMGHLHQJAGZ-JTDSTZFVSA-N'},2.51,bacterial cell wall synthesis inhibitor,BRD-K18574842-323-10-8::2.51::HTS,"CYP1A2, CYP3A4, SLC22A6",infectious disease,gram-positive bacterial infections,Launched,1,DB00607,Nafcillin,1,1,"{'CYP3A4', 'CYP1A2', 'SLC22A6'}",{'Bacterial cell wall synthesis inhibitor'},1,1,0
414,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,"['CPC006_MCF7_24H:E04', 'CPC018_MCF7_24H:BRD-A91699651-316-06-7:10', 'CPD002_MCF7_24H:BRD-A91699651-316-08-3:10', 'HOG003_MCF7_24H:BRD-A91699651-316-06-7:10']",10.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12_MCF7_10.0,1,['NMH002_FIBRNPC_24H:BRD-A91699651-001-02-4:10'],10.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12_NPC_10.0,1,['REP.A026_HELA_24H:L02'],3.33333,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12_HELA_3.33333,1,,,,0,,,,0,"['CPC004_HA1E_24H:BRD-A91699651-316-06-7:10', 'CPC006_HA1E_24H:E04']",10.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12_HA1E_10.0,1,"['CPC006_HT29_24H:BRD-A91699651-316-06-7:10', 'REP.A026_HT29_24H:L01']",10.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12_HT29_10.0,1,,,,0,"['CPC006_A549_24H:BRD-A91699651-316-06-7:10', 'CPC018_A549_24H:BRD-A91699651-316-06-7:10', 'HOG003_A549_24H:BRD-A91699651-316-06-7:10']",10.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12_A549_10.0,1,"['CPC004_HCC515_24H:BRD-A91699651-316-06-7:10', 'CPC006_HCC515_24H:E04']",10.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12_HCC515_10.0,1,['REP.B026_YAPC_24H:L01'],2.30769,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12_YAPC_2.30769,1,"['CPC004_PC3_24H:BRD-A91699651-316-06-7:10', 'CPC006_PC3_24H:E04', 'CPD002_PC3_24H:BRD-A91699651-316-08-3:10']",10.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12_PC3_10.0,1,['CPC006_VCAP_24H:BRD-A91699651-316-06-7:10'],10.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12_VCAP_10.0,1,"['CPC006_A375_24H:BRD-A91699651-316-06-7:10', 'REP.A026_A375_24H:L01']",10.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12_A375_10.0,1,['CPC018_ASC_24H:BRD-A91699651-316-06-7:10'],10.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12_ASC_10.0,1,,,,0,{'BRD-A91699651'},{'chloroquine'},{'WHTVZRBIWZFKQO-UHFFFAOYSA-N'},2.5,antimalarial agent,BRD-A91699651-316-10-9::2.5::HTS,"GSTA2, MRGPRX1, TLR9, TNF",infectious disease,"malaria, amebiasis",Launched,1,DB00608,Chloroquine,1,1,,,1,1,0
415,CCc1cc(C(=N)S)ccn1,['CPD002_MCF7_24H:BRD-K51207550-001-14-9:10'],10.0,CCc1cc(C(=N)S)ccn1_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPD002_PC3_24H:BRD-K51207550-001-14-9:10'],10.0,CCc1cc(C(=N)S)ccn1_PC3_10.0,1,,,,0,,,,0,,,,0,,,,0,{'BRD-K51207550'},{'ethionamide'},{'AEOCXXJPGCBFJA-UHFFFAOYSA-N'},2.5,mycolic synthesis inhibitor,BRD-K51207550-001-23-0::2.5::HTS,,infectious disease,tuberculosis,Launched,1,DB00609,Ethionamide,1,1,,,1,1,0
416,C[C@H](N)[C@H](O)c1cccc(O)c1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,{'BRD-K96253961'},{'metaraminol'},set(),2.5,adrenergic receptor agonist,BRD-K96253961-046-03-1::2.5::HTS,ADRA1A,cardiology,hypotension,Launched,1,DB00610,Metaraminol,1,1,,,1,1,0
417,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,"['LKCP001_MCF7_24H:L04', 'REP.A013_MCF7_24H:L13']",10.0,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3_MCF7_10.0,1,,,,0,,,,0,,,,0,['REP.A013_THP1_24H:L13'],10.0,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3_THP1_10.0,1,,,,0,,,,0,,,,0,"['LKCP001_A549_24H:L04', 'REP.A013_A549_24H:L13']",10.0,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3_A549_10.0,1,,,,0,['REP.A013_YAPC_24H:L13'],10.0,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3_YAPC_10.0,1,['REP.A013_PC3_24H:L14'],3.33333,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3_PC3_3.33333,1,,,,0,,,,0,,,,0,['REP.B013_HUVEC.A_24H:L15'],0.25641,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3_HUVEC_0.25641,1,{'BRD-K42417338'},{'butorphanol-(+)-tartrate'},{'IFKLAQQSCNILHL-QHAWAJNXSA-N'},2.5,"opioid receptor agonist, opioid receptor antagonist",BRD-K42417338-045-01-9::2.5::HTS,"OPRD1, OPRK1, OPRM1","neurology/psychiatry, gastroenterology","muscle pain, headache, abdominal pain",Launched,1,DB00611,Butorphanol,1,1,"{'OPRK1', 'OPRM1', 'OPRD1'}","{'Opioid receptor antagonist', 'Opioid receptor agonist'}",1,1,0
